Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
4488,Zhenka Tropical Dark Rum,13.49,1750mL,1750,1,8.02,9552,M S WALKER INC             
4491,Calvados Marquis De St Loup,27.99,750mL,750,2,19.04,9165,ULTRA BEVERAGE COMPANY LLP 
4494,Jenkins French Brandy,15.99,1750mL,1750,1,9.55,9552,M S WALKER INC             
4502,E & J XO Brandy,21.99,1750mL,1750,1,16.17,3252,E & J GALLO WINERY         
4513,Chauffe-Coeur Calvados VSOP,44.99,750mL,750,1,35.15,10754,PERFECTA WINES             
4521,Appleton Estate Reserve Rum,22.99,750mL,750,1,16.66,11567,CAMPARI AMERICA            
4522,Lairds Apple Jack,13.99,750mL,750,1,10.06,4848,LAIRD & CO                 
4524,Smoky Quartz Granite Cst Rum,27.49,750mL,750,1,21.99,28750,SMOKY QUARTZ DISTILLERY LLC
4527,Camus Grand VSOP Elegance,34.99,750mL,750,1,26.92,6213,MHW LTD                    
4528,Remy Martin XO Cognac,139.99,750mL,750,1,106.86,7239,REMY COINTREAU USA INC     
4550,E & J XO Brandy,12.99,750mL,750,1,9.92,3252,E & J GALLO WINERY         
4556,Austin Cocktails Vodkarita,14.99,750mL,750,1,11.71,4425,MARTIGNETTI COMPANIES
4563,Christian Bros Brandy,16.99,1750mL,1750,1,12.14,3924,HEAVEN HILL DISTILLERIES   
4565,Christian Bros VS Brandy,10.49,750mL,750,1,6.71,3924,HEAVEN HILL DISTILLERIES   
4574,Remy Martin VS Cognac,31.99,750mL,750,1,25.19,7239,REMY COINTREAU USA INC     
4583,Perc Coffee Liqueur,31.99,750mL,750,1,17.29,9165,ULTRA BEVERAGE COMPANY LLP 
4624,Meukow 90,28.99,750mL,750,1,15.14,660,SAZERAC NORTH AMERICA INC. 
4625,Courvoisier XO Cognac,139.99,750mL,750,1,111.99,12546,JIM BEAM BRANDS COMPANY    
4626,Meukow VS Cognac,24.49,750mL,750,1,11.19,660,SAZERAC NORTH AMERICA INC. 
4629,Courvoisier C,33.99,750mL,750,1,26.98,12546,JIM BEAM BRANDS COMPANY    
4634,Gold Crown Wh Rum,10.99,1750mL,1750,1,8.52,9552,M S WALKER INC             
4638,Hennessy VS Cognac Flask,13.99,375mL,375,1,10.44,8112,MOET HENNESSY USA INC      
4639,Jeffersons  Ocean Bourbon,79.99,750mL,750,1,58.82,1485,CASTLE BRANDS CORP.        
4652,Hennessy XO Cognac,159.99,750mL,750,1,118.51,8112,MOET HENNESSY USA INC      
4662,Capt Morgan White PET,19.99,1750mL,1750,1,15.38,3960,DIAGEO NORTH AMERICA INC   
4664,Hennessy Black Cognac,35.99,750mL,750,1,27.77,8112,MOET HENNESSY USA INC      
4670,Bacardi Dragon Berry Rum,4.49,375mL,375,1,2.87,480,BACARDI USA INC            
4673,Hennessy VS Cognac,69.99,1750mL,1750,1,46.66,8112,MOET HENNESSY USA INC      
4677,Courvoisier 12 Yr Cognac,44.99,750mL,750,1,34.61,12546,JIM BEAM BRANDS COMPANY    
4678,Courvoisier VS Cognac,24.99,750mL,750,1,16.78,12546,JIM BEAM BRANDS COMPANY    
4679,Courvoisier VS Cognac,13.49,375mL,375,1,8.63,12546,JIM BEAM BRANDS COMPANY    
4682,Courvoisier VSOP Cognac,34.99,750mL,750,1,26.92,12546,JIM BEAM BRANDS COMPANY    
4683,Hennessy VS Cognac,3.79,50mL,50,1,2.96,8112,MOET HENNESSY USA INC      
4685,Hennessy VS Cognac,31.99,750mL,750,1,20.92,8112,MOET HENNESSY USA INC      
4686,Courvoisier VS Cognac,54.99,1750mL,1750,1,42.96,12546,JIM BEAM BRANDS COMPANY    
4689,Hennessy Privilege VSOP,45.99,750mL,750,1,33.33,8112,MOET HENNESSY USA INC      
4698,Metaxa 5 Star,21.99,750mL,750,2,10.38,7239,REMY COINTREAU USA INC     
4701,Fabrizia Limoncello,16.99,750mL,750,1,12.68,1655,FABRIZIA SPIRITS LLC       
4702,Metaxa Amphora,25.99,750mL,750,1,16.66,7239,REMY COINTREAU USA INC     
4722,Remy Martin VSOP Cognac,34.99,750mL,750,1,27.77,7239,REMY COINTREAU USA INC     
4724,Patron Citronge Lime Liqueur,20.99,750mL,750,1,16.79,9165,ULTRA BEVERAGE COMPANY LLP 
4732,Remy Martin VSOP Cognac,94.99,1750mL,1750,1,69.76,7239,REMY COINTREAU USA INC     
4736,Capt Morgan Spiced Rum,2.99,100mL,100,1,2.14,3960,DIAGEO NORTH AMERICA INC   
4737,St Remy VSOP Authentic Brndy,10.99,750mL,750,1,7.91,7239,REMY COINTREAU USA INC     
4748,Patron XO Cafe Incendio,23.99,750mL,750,1,16.66,9165,ULTRA BEVERAGE COMPANY LLP 
4762,Hartley Brandy VS,6.99,750mL,750,1,5.03,8004,SAZERAC CO INC             
4764,Flor de Cana Gran Rsv Rum,23.99,750mL,750,1,14.81,3664,WILLIAM GRANT & SONS INC   
4767,El Jimador Reposado Tequila,26.99,1750mL,1750,1,19.28,1128,BROWN-FORMAN CORP          
4779,Molletto Grappa di Barbera,26.99,750mL,750,1,21.59,4848,LAIRD & CO                 
4783,Mr Boston Apricot Brandy,11.99,1750mL,1750,1,8.88,660,SAZERAC NORTH AMERICA INC. 
4787,Appleton Special Gold Rum,19.99,1750mL,1750,1,15.03,11567,CAMPARI AMERICA            
4796,Caravella Limoncello,21.99,750mL,750,1,12.31,660,SAZERAC NORTH AMERICA INC. 
4798,Sambuca Romana Liqueur,1.99,50mL,50,1,1.54,3960,DIAGEO NORTH AMERICA INC   
4804,Rhum Barbancourt RSV Special,16.99,750mL,750,1,12.14,6213,MHW LTD                    
4806,Leroux Blackberry Brandy,14.99,1750mL,1750,1,11.71,12546,JIM BEAM BRANDS COMPANY    
4815,Courvoisier Rose,25.99,750mL,750,1,13.5,12546,JIM BEAM BRANDS COMPANY    
4817,Skyy Infusions TX Grapefruit,9.99,750mL,750,1,7.8,11567,CAMPARI AMERICA            
4818,Skyy Infusions Pacific Blueb,9.99,750mL,750,1,7.51,11567,CAMPARI AMERICA            
4829,Mr Boston Blackberry Brandy,11.99,1750mL,1750,1,9.59,660,SAZERAC NORTH AMERICA INC. 
4846,Cruzan Estate Diamond Dark,16.99,750mL,750,1,12.4,12546,JIM BEAM BRANDS COMPANY    
4857,Skyy Infusions Grapefuit,0.99,50mL,50,1,0.75,11567,CAMPARI AMERICA            
4862,10 Cane Rum,24.99,750mL,750,1,19.99,8112,MOET HENNESSY USA INC      
4868,Skyy Infusions Blueberry,0.99,50mL,50,1,0.79,11567,CAMPARI AMERICA            
4878,Allens Coffee Brandy,6.99,750mL,750,1,4.92,9552,M S WALKER INC             
4881,Bacardi Twin Pack 2/750mls,19.99,750mL 2 Pk,750,1,14.81,480,BACARDI USA INC            
4882,Arrow Coffee Brandy,8.49,750mL,750,1,4.7,8352,LUXCO INC                  
4889,Jenkins Coffee Brandy,14.99,1750mL,1750,1,9.59,9552,M S WALKER INC             
4896,Hiram Walker Coffee Brandy,17.99,1750mL,1750,1,14.05,17035,PERNOD RICARD USA          
4897,Remy Martin VSOP Cognac,4.49,50mL,50,1,3.28,7239,REMY COINTREAU USA INC     
4898,Mount Gay Extra Old Rum,39.99,750mL,750,1,29.84,7239,REMY COINTREAU USA INC     
4899,Clement Mahina Coco Liqueur,20.99,750mL,750,1,14.28,9165,ULTRA BEVERAGE COMPANY LLP 
4903,Bacardi Superior Rum,3.99,200mL,200,1,2.87,480,BACARDI USA INC            
4916,Mr Boston Coffee Brandy,11.99,1750mL,1750,1,7.87,660,SAZERAC NORTH AMERICA INC. 
4921,Twenty Grand Cognac,26.99,750mL,750,1,15.87,9625,WESTERN SPIRITS BEVERAGE CO
4932,Arrow Ginger Brandy,7.99,750mL,750,1,4.5,8352,LUXCO INC                  
4938,Kapali Coffee,8.99,750mL,750,1,7.02,8004,SAZERAC CO INC             
4939,Kapali Coffee,17.99,1750mL,1750,1,11.59,8004,SAZERAC CO INC             
4945,Jacquin Ginger Brandy,9.49,750mL,750,1,7.47,4380,CHARLES JACQUIN ET CIE INC 
4989,Martell VS Cognac,24.99,750mL,750,1,16.66,17035,PERNOD RICARD USA          
5027,99 Apples Schnapps Liqueur,12.99,750mL,750,1,7.51,660,SAZERAC NORTH AMERICA INC. 
5031,DeKuyper Peppermint Schnapp,16.99,1750mL,1750,1,11.71,12546,JIM BEAM BRANDS COMPANY    
5033,Fireball Cinnamon Whisky,16.99,1000mL,1000,1,12.97,8004,SAZERAC CO INC             
5042,Tequila Rose Liqueur,13.99,750mL,750,1,10.68,5992,MCCORMICK DISTILLING CO    
5054,Jagermeister Spice,1.99,50mL,50,1,1.42,3089,SIDNEY FRANK IMPORTING CO  
5056,Hiram Walker Pumpkin Spice,6.99,750mL,750,1,5.55,17035,PERNOD RICARD USA          
5058,Capt Morgan Long Isl Tea RTD,15.99,1750mL,1750,1,11.93,3960,DIAGEO NORTH AMERICA INC   
5060,Dr McGillicuddy's Butterscth,15.99,750mL,750,1,9.35,8004,SAZERAC CO INC             
5062,Southern Comfort Lime,13.99,750mL,750,1,8.39,1128,BROWN-FORMAN CORP          
5065,Berentzen Apple Liqueur,17.99,750mL,750,1,11.42,4425,MARTIGNETTI COMPANIES
5070,Russo Limoncello,25.99,750mL,750,1,17.85,7153,PINE STATE TRADING CO      
5075,Tuaca Italian Liqueur,21.99,750mL,750,1,15.03,1128,BROWN-FORMAN CORP          
5076,M Duffau Napoleon Armagnac,35.99,750mL,750,1,28.12,10754,PERFECTA WINES             
5077,Malibu Red,16.99,750mL,750,1,12.69,17035,PERNOD RICARD USA          
5080,Hpnotiq Harmonie,19.99,750mL,750,1,12.02,3924,HEAVEN HILL DISTILLERIES   
5087,Dr McGillicuddy's Peach,15.99,750mL,750,1,9.35,8004,SAZERAC CO INC             
5090,El Charro Silver Tequila,12.99,750mL,750,1,10.23,8004,SAZERAC CO INC             
5096,DeKuyper Peachtree Schnapps,9.99,750mL,750,1,7.99,12546,JIM BEAM BRANDS COMPANY    
5101,Dr McGillicuddy's Mentholmnt,13.99,750mL,750,1,10.39,8004,SAZERAC CO INC             
5103,Fireball Cinnamon Whisky,23.99,1750mL,1750,1,17.14,8004,SAZERAC CO INC             
5105,Dr McGillicuddy's Mentholmnt,25.99,1750mL,1750,1,14.81,8004,SAZERAC CO INC             
5106,Capt Morgan Long Isl Tea RTD,11.99,750mL,750,1,9.52,3960,DIAGEO NORTH AMERICA INC   
5107,St Remy XO Napoleon Brandy,13.99,750mL,750,1,10.14,7239,REMY COINTREAU USA INC     
5109,Dr McGillicuddy's Menth Trav,13.99,750mL,750,1,9.84,8004,SAZERAC CO INC             
5111,Dr McGillicuddy's Mentholmnt,0.99,50mL,50,1,0.72,8004,SAZERAC CO INC             
5113,Fireball Cinnamon Whisky,0.99,50mL,50,1,0.72,8004,SAZERAC CO INC             
5124,Cointreau Liqueur,66.99,1750mL,1750,1,51.53,7239,REMY COINTREAU USA INC     
5125,DeKuyper Anisette,7.99,750mL,750,1,5.96,12546,JIM BEAM BRANDS COMPANY    
5128,Carolans Irish Cream,11.49,750mL,750,1,8.98,11567,CAMPARI AMERICA            
5130,X Rated Fusion Liqueur,19.99,750mL,750,1,13.17,11567,CAMPARI AMERICA            
5134,Dr McGillicuddy's Cherry,13.99,750mL,750,1,10.39,8004,SAZERAC CO INC             
5135,Ancho Reyes Chile Liqueur,29.99,750mL,750,1,17.26,3664,WILLIAM GRANT & SONS INC   
5137,Irish Manor Irish Cream,9.99,750mL,750,1,6.61,4380,CHARLES JACQUIN ET CIE INC 
5138,Fireball Cinnamon Whisky,13.99,750mL,750,1,11.1,8004,SAZERAC CO INC             
5142,Carolans Irish Cream,26.49,1750mL,1750,1,17.45,11567,CAMPARI AMERICA            
5145,Malibu Island Spiced Rum,14.99,750mL,750,1,9.12,17035,PERNOD RICARD USA          
5146,Pama Pomegranate Liqueur,19.99,750mL,750,1,14.17,3924,HEAVEN HILL DISTILLERIES   
5147,Pallini Limoncello Liqueur,12.99,375mL,375,1,9.44,1485,CASTLE BRANDS CORP.        
5149,Hpnotiq Liqueur,34.99,1750mL,1750,1,23.19,3924,HEAVEN HILL DISTILLERIES   
5153,Fireball Cinn Whisky Trav,15.99,750mL,750,1,10.44,8004,SAZERAC CO INC             
5155,Arrow Brown Creme de Cacao,7.99,750mL,750,1,5.79,8352,LUXCO INC                  
5160,Hpnotiq Liqueur,10.99,375mL,375,1,7.96,3924,HEAVEN HILL DISTILLERIES   
5165,Hpnotiq Liqueur,19.99,750mL,750,1,13.33,3924,HEAVEN HILL DISTILLERIES   
5168,Kahlua French Vanilla,18.99,750mL,750,1,13.66,17035,PERNOD RICARD USA          
5169,Kahlua Hazelnut,18.99,750mL,750,1,12.2,17035,PERNOD RICARD USA          
5170,Dr McGillicuddy's Apple Pie,13.99,750mL,750,1,9.99,8004,SAZERAC CO INC             
5185,Irish Manor Irish Cream,19.99,1750mL,1750,1,14.61,4380,CHARLES JACQUIN ET CIE INC 
5187,Arrow White Creme de Cacao,7.99,750mL,750,1,6.1,8352,LUXCO INC                  
5191,Fireball Cinnamon Whiskey,9.99,375mL,375,1,7.93,8004,SAZERAC CO INC             
5192,Kahlua Mocha,18.99,750mL,750,1,13.56,17035,PERNOD RICARD USA          
5194,Bacardi Party Mai Tai,12.99,1750mL,1750,1,9.62,480,BACARDI USA INC            
5195,Jenkins Melon Liqueur,10.99,750mL,750,1,4.72,9552,M S WALKER INC             
5197,Southern Comfort,8.99,375mL,375,1,5.75,1128,BROWN-FORMAN CORP          
5202,Dr McGillicuddy's Vanilla,13.99,750mL,750,1,10.31,8004,SAZERAC CO INC             
5212,Margaritaville Silver,19.99,1750mL,1750,1,15.38,8004,SAZERAC CO INC             
5215,TGI Fridays Long Island Iced,12.99,1750mL,1750,1,9.41,4466,AMERICAN VINTAGE BEVERAGE  
5218,Chila Orchata Cinnamon Cream,13.99,750mL,750,1,10.68,8004,SAZERAC CO INC             
5219,Sambuca Romana Black,17.99,750mL,750,1,13.23,3960,DIAGEO NORTH AMERICA INC   
5220,Basilica Sambuca,10.49,750mL,750,1,5.79,3924,HEAVEN HILL DISTILLERIES   
5221,RumChata Liqueur,11.99,375mL,375,1,8.59,6213,MHW LTD                    
5228,DeKuyper Wh Cr de Menthe,8.99,750mL,750,1,7.02,12546,JIM BEAM BRANDS COMPANY    
5230,Bacardi Party Drinks Bahama,12.99,1750mL,1750,1,9.92,480,BACARDI USA INC            
5232,DeKuyper Buttershots Schnaps,16.99,1750mL,1750,1,10.71,12546,JIM BEAM BRANDS COMPANY    
5233,Cointreau Liqueur,18.99,375mL,375,1,14.5,7239,REMY COINTREAU USA INC     
5242,Cointreau Liqueur,29.99,750mL,750,1,22.05,7239,REMY COINTREAU USA INC     
5246,Bacardi Party Drinks Zombie,12.99,1750mL,1750,1,9.77,480,BACARDI USA INC            
5250,DeKuyper Buttershots Trav,9.99,750mL,750,1,7.14,12546,JIM BEAM BRANDS COMPANY    
5251,DeKuyper Buttershots Schnpps,0.99,50mL,50,1,0.72,12546,JIM BEAM BRANDS COMPANY    
5253,Kahlua Original Mudslide RTD,15.99,1750mL,1750,1,11.84,17035,PERNOD RICARD USA          
5254,DeKuyper Buttershots Schnpps,9.99,750mL,750,1,7.35,12546,JIM BEAM BRANDS COMPANY    
5255,TGI Fridays Ultimte Mudslide,12.99,1750mL,1750,1,9.35,4466,AMERICAN VINTAGE BEVERAGE  
5259,Blue Chair Bay Coconut Rum,16.99,750mL,750,1,13.38,6213,MHW LTD                    
5270,Southern Comfort,1.99,50mL,50,1,1.55,1128,BROWN-FORMAN CORP          
5273,Southern Comfort 100 Proof,9.99,375mL,375,1,6.34,1128,BROWN-FORMAN CORP          
5277,Arrow Sloe Gin,7.99,750mL,750,1,6.05,8352,LUXCO INC                  
5283,Tippy Cow Vanilla Soft Serve,14.99,750mL,750,1,11.8,6213,MHW LTD                    
5285,Jacquin Triple Sec,8.29,750mL,750,1,6.24,4380,CHARLES JACQUIN ET CIE INC 
5292,Rumpleminze,17.99,750mL,750,1,13.13,3960,DIAGEO NORTH AMERICA INC   
5295,Tippy Cow Choclate Rum Cream,14.99,750mL,750,1,10.71,6213,MHW LTD                    
5296,Southern Comfort 100 Proof,28.99,1750mL,1750,1,21.01,1128,BROWN-FORMAN CORP          
5297,Southern Comfort,13.99,750mL,750,1,10.76,1128,BROWN-FORMAN CORP          
5298,Southern Comfort 100 Proof,16.99,750mL,750,1,12.77,1128,BROWN-FORMAN CORP          
5299,Southern Comfort,21.99,1750mL,1750,1,15.26,1128,BROWN-FORMAN CORP          
5311,Amaretto DiSaronno,31.99,1750mL,1750,1,23.7,2555,DISARONNO INTERNATIONAL LLC
5312,Amaretto DiSaronno,21.99,750mL,750,1,14.7,2555,DISARONNO INTERNATIONAL LLC
5315,B & B Liqueur Dom,28.99,750mL,750,1,19.22,480,BACARDI USA INC            
5316,Amaretto DiSaronno,2.29,50mL,50,1,1.83,2555,DISARONNO INTERNATIONAL LLC
5317,B & B Liqueur Dom,3.29,50mL,50,1,2.46,480,BACARDI USA INC            
5318,Benedictine Liqueur Dom,28.99,750mL,750,1,18.65,480,BACARDI USA INC            
5325,Hornitos Spiced Honey Liquer,21.99,750mL,750,1,12.94,12546,JIM BEAM BRANDS COMPANY    
5330,Kahlua White Russian RTD,15.99,1750mL,1750,1,11.42,17035,PERNOD RICARD USA          
5333,Jenkins Amaretto,12.99,1750mL,1750,1,8.65,9552,M S WALKER INC             
5334,Kahlua Especial,22.99,750mL,750,1,17.82,17035,PERNOD RICARD USA          
5337,Drambuie,27.99,750mL,750,1,20.6,3664,WILLIAM GRANT & SONS INC   
5339,Drambuie,3.29,50mL,50,1,2.35,3664,WILLIAM GRANT & SONS INC   
5342,Grand Marnier,28.99,750mL,750,1,19.85,8112,MOET HENNESSY USA INC      
5346,Green Chartreuse Liqueur,49.99,750mL,750,1,36.22,9744,FREDERICK WILDMAN & SONS   
5348,St Brendans Irish Cream,11.99,750mL,750,1,7.85,8352,LUXCO INC                  
5353,Grand Marnier,18.99,375mL,375,1,12.77,8112,MOET HENNESSY USA INC      
5356,Kahlua,9.99,375mL,375,1,7.14,17035,PERNOD RICARD USA          
5358,Irish Mist Honey Liqueur,25.99,750mL,750,1,18.83,11567,CAMPARI AMERICA            
5359,Distroya Spiced Liqueur,21.99,750mL,750,1,14.28,9165,ULTRA BEVERAGE COMPANY LLP 
5364,Kahlua,29.99,1750mL,1750,1,23.07,17035,PERNOD RICARD USA          
5365,Kahlua,18.99,750mL,750,1,14.84,17035,PERNOD RICARD USA          
5367,Sambuca di Amore,9.99,750mL,750,1,5.83,660,SAZERAC NORTH AMERICA INC. 
5368,Midori Melon Liqueur,19.49,750mL,750,1,15.23,12546,JIM BEAM BRANDS COMPANY    
5371,Dr McGillicudy's Buttersctch,0.99,50mL,50,1,0.79,8004,SAZERAC CO INC             
5373,E&J Peach Brandy,10.99,750mL,750,1,7.47,3252,E & J GALLO WINERY         
5375,Petrone Limoncello,18.99,750mL,750,1,14.72,4425,MARTIGNETTI COMPANIES
5378,Galliano L'Autentico Liqueur,25.99,750mL,750,1,20.15,6213,MHW LTD                    
5381,E&J Peach Brandy,0.99,50mL,50,1,0.73,3252,E & J GALLO WINERY         
5382,Ice 101 Peppermint Schnapps,13.99,750mL,750,1,9.44,8004,SAZERAC CO INC             
5391,Kamora Coffee,15.99,1750mL,1750,1,12.02,12546,JIM BEAM BRANDS COMPANY    
5392,Goldschlager Cinnamon Schnps,17.99,750mL,750,1,13.63,3960,DIAGEO NORTH AMERICA INC   
5394,Goldschlager Cinnamon Schnap,10.99,375mL,375,1,8.72,3960,DIAGEO NORTH AMERICA INC   
5396,Tia Maria Coffee Liqueur,19.99,750mL,750,1,12.14,4692,KOBRAND CORPORATION        
5399,Goldschlager Cinnamon Schna,1.99,50mL,50,1,1.45,3960,DIAGEO NORTH AMERICA INC   
5401,Jagermeister Liqueur,5.99,200mL,200,1,4.64,3089,SIDNEY FRANK IMPORTING CO  
5403,Amaretto di Amore,8.99,750mL,750,1,5.92,660,SAZERAC NORTH AMERICA INC. 
5404,E & J Superior Rsv VSOP,5.49,375mL,375,1,4.32,3252,E & J GALLO WINERY         
5410,Raspberry di Amore,9.99,750mL,750,1,6.15,660,SAZERAC NORTH AMERICA INC. 
5415,Amaretto di Amore,13.99,1750mL,1750,1,8.45,660,SAZERAC NORTH AMERICA INC. 
5434,Southern Comfort Caramel,13.99,750mL,750,1,8.64,1128,BROWN-FORMAN CORP          
5438,Emmets Irish Cream,9.99,750mL,750,1,7.51,3960,DIAGEO NORTH AMERICA INC   
5440,Jagermeister Liqueur,34.99,1750mL,1750,1,25.92,3089,SIDNEY FRANK IMPORTING CO  
5444,E & J Superior RSV VSOP,19.99,1750mL,1750,1,14.49,3252,E & J GALLO WINERY         
5445,Jagermeister Liqueur,15.99,750mL,750,1,11.76,3089,SIDNEY FRANK IMPORTING CO  
5447,Jagermeister Liqueur,9.99,375mL,375,1,7.63,3089,SIDNEY FRANK IMPORTING CO  
5452,Bauchant XO Apple,11.99,750mL,750,1,8.88,4425,MARTIGNETTI COMPANIES
5457,After Shock Hot & Cool Cinmn,1.99,50mL,50,1,1.54,12546,JIM BEAM BRANDS COMPANY    
5458,After Shock Hot & Cool Cinmn,15.99,750mL,750,1,12.79,12546,JIM BEAM BRANDS COMPANY    
5462,Barenjager Honey Liqueur,21.99,750mL,750,1,14.7,6355,NICHE W & S                
5468,Hine Rare VSOP,59.99,750mL,750,1,45.11,9165,ULTRA BEVERAGE COMPANY LLP 
5480,E & J Superior RSV VSOP,10.99,750mL,750,1,7.85,3252,E & J GALLO WINERY         
5489,DeKuyper Hot Damn Cinnamon,9.99,750mL,750,1,7.57,12546,JIM BEAM BRANDS COMPANY    
5490,DeKuyper Hot Damn Cinnamon,0.99,50mL,50,1,0.76,12546,JIM BEAM BRANDS COMPANY    
5491,Rumpleminze,1.99,50mL,50,1,1.46,3960,DIAGEO NORTH AMERICA INC   
5502,RumChata Liqueur,0.99,50mL,50,1,0.77,6213,MHW LTD                    
5505,Pallini Limoncello Liqueur,18.99,750mL,750,1,14.5,1485,CASTLE BRANDS CORP.        
5507,Arrow Blackberry Brandy,7.99,750mL,750,1,4.54,8352,LUXCO INC                  
5525,Fernet-Branca Italian Liquer,24.99,750mL,750,1,18.24,9165,ULTRA BEVERAGE COMPANY LLP 
5529,Bacardi Strawberry Daquiri,9.99,750mL,750,1,5.14,480,BACARDI USA INC            
5536,St Brendans Irish Cream,1.49,50mL,50,1,1.15,8352,LUXCO INC                  
5539,DeKuyper Hot Damn 100*,12.99,750mL,750,1,8.39,12546,JIM BEAM BRANDS COMPANY    
5549,Don Ramon Reposado Tequila,34.99,750mL,750,1,25.36,9165,ULTRA BEVERAGE COMPANY LLP 
5560,Bacardi Mojito Cocktail,15.99,1750mL,1750,1,12.79,480,BACARDI USA INC            
5587,Jose Cuervo Golden Margarita,17.99,1750mL,1750,1,13.17,7245,PROXIMO SPIRITS INC.       
5597,DeKuyper Watermelon Pucker,10.99,750mL,750,1,7.63,12546,JIM BEAM BRANDS COMPANY    
5616,Emmets Irish Cream,19.99,1750mL,1750,1,15.38,3960,DIAGEO NORTH AMERICA INC   
5626,Baja Luna Black Raspberry,9.99,750mL,750,1,7.35,8004,SAZERAC CO INC             
5627,Flag Hill Sugar Maple Liquer,16.99,375mL,375,1,13.38,17031,FLAG HILL WINERY & VINEYARD
5628,Baja Rosa Strawberry Liqueur,9.99,750mL,750,1,7.24,8004,SAZERAC CO INC             
5630,Cabin Fever Maple Liqueur,17.99,750mL,750,1,14.17,3960,DIAGEO NORTH AMERICA INC   
5633,Flag Hill Cranberry Liqueur,14.99,375mL,375,1,11.62,17031,FLAG HILL WINERY & VINEYARD
5641,Flag Hill Raspberry Liqueur,14.99,375mL,375,1,11.1,17031,FLAG HILL WINERY & VINEYARD
5655,Jose Cuervo Lite Wh Peach,15.99,1750mL,1750,1,8.79,7245,PROXIMO SPIRITS INC.       
5656,Cabin Fever Maple Liqueur,1.49,50mL,50,1,1.16,3960,DIAGEO NORTH AMERICA INC   
5661,Dr McGillicuddy's Root Beer,13.99,750mL,750,1,10.31,8004,SAZERAC CO INC             
5662,Skinnygirl W Peach Margarita,9.99,750mL,750,1,7.19,12546,JIM BEAM BRANDS COMPANY    
5667,Skinnygirl Spicy Lime RTD,9.99,750mL,750,1,7.4,12546,JIM BEAM BRANDS COMPANY    
5668,Dr McGillicuddy's Grape,13.99,750mL,750,1,9.69,8004,SAZERAC CO INC             
5669,Fabrizia Blood Orange,16.99,750mL,750,1,13.38,1655,FABRIZIA SPIRITS LLC       
5676,Kinky Liqueur,1.99,50mL,50,1,1.42,7153,PINE STATE TRADING CO      
5678,Skinnygirl Pina Colada,12.99,750mL,750,1,6.93,12546,JIM BEAM BRANDS COMPANY    
5680,Barenjager Honey Liqueur,1.99,50mL,50,1,1.46,6355,NICHE W & S                
5681,Josiah Bartlett Apple Brandy,29.99,750mL,750,1,23.8,17031,FLAG HILL WINERY & VINEYARD
5689,Villa Massa Limoncello,19.99,750mL,750,1,14.84,4425,MARTIGNETTI COMPANIES
5694,Ice Box Mudslide,9.99,1750mL,1750,1,7.74,8004,SAZERAC CO INC             
5702,Art In The Age Root Liqueur,29.99,750mL,750,1,21.89,3664,WILLIAM GRANT & SONS INC   
5705,Bauchant Orange Liqueur,19.99,750mL,750,1,15.99,6785,PALM BAY INTERNATIONAL INC 
5706,Gr Marnier Raspberry Peach,28.99,750mL,750,1,20.6,8112,MOET HENNESSY USA INC      
5707,Art in the Age Rhubarb Tea,32.99,750mL,750,1,21.42,3664,WILLIAM GRANT & SONS INC   
5713,DeKuyper Sour Apple Pucker,14.99,1750mL,1750,1,11.19,12546,JIM BEAM BRANDS COMPANY    
5714,Jose Cuervo Lime Margarita,9.99,200mL 4 Pk,200,1,7.14,7245,PROXIMO SPIRITS INC.       
5725,DeKuyper Sour Apple Pucker,10.99,750mL,750,1,7.4,12546,JIM BEAM BRANDS COMPANY    
5731,Malibu Passion Fruit Rum,11.99,750mL,750,1,9.02,17035,PERNOD RICARD USA          
5734,Malibu Rum,21.99,1750mL,1750,1,15.82,17035,PERNOD RICARD USA          
5735,Malibu Rum,11.99,750mL,750,1,9.29,17035,PERNOD RICARD USA          
5737,Blue Chair Bay CocSpc Cream,16.99,750mL,750,1,13.38,6213,MHW LTD                    
5739,Malibu Rum,1.99,50mL,50,1,1.53,17035,PERNOD RICARD USA          
5740,Sweet Revenge,19.99,750mL,750,1,14.05,9165,ULTRA BEVERAGE COMPANY LLP 
5741,Merry Wh Chocolate Liqueur,12.99,750mL,750,1,9.77,7153,PINE STATE TRADING CO      
5747,Malibu Pineapple Rum,11.99,750mL,750,1,8.88,17035,PERNOD RICARD USA          
5750,Malibu Rum Traveler,11.99,750mL,750,1,8.69,17035,PERNOD RICARD USA          
5758,1800 Ultimate Margarita RTD,19.99,1750mL,1750,1,13.33,7245,PROXIMO SPIRITS INC.       
5759,Malibu Tropical Banana Rum,11.99,750mL,750,1,9.44,17035,PERNOD RICARD USA          
5760,Grand Marnier Rasp-Peach,1.99,50mL,50,1,1.51,8112,MOET HENNESSY USA INC      
5765,Jose Cuervo Lime Margarita,13.99,1750mL,1750,1,10.36,7245,PROXIMO SPIRITS INC.       
5767,Jose Cuervo Strawberry Marg,13.99,1750mL,1750,1,10.36,7245,PROXIMO SPIRITS INC.       
5771,Art In The Age Snap,32.99,750mL,750,1,22.38,3664,WILLIAM GRANT & SONS INC   
5773,Kahlua Midnight,19.99,750mL,750,1,15.26,17035,PERNOD RICARD USA          
5776,Malibu Black,21.99,1750mL,1750,1,16.29,17035,PERNOD RICARD USA          
